NUM,COMPANY_NAME,CEO,VENTURE_TYPE,LOCATION,TYPE,TYPE_DETAIL,VENTURE_START_DATE,VENTURE_END_DATE
1410,주식회사 청해솔루션,이**,벤처투자유형,충남,도소매업,화장품 판매,20251202,20281201
1411,주식회사 중앙부품,김**,벤처투자유형,강원,도소매업,자동차 부품 도매 및 소매,20251202,20281201
1412,아이노우 주식회사,정**,벤처투자유형,서울,도소매업,화장품,20251202,20281201
1413,딥플라이 주식회사,한**,벤처투자유형,경기,제조업,차량용 블랙박스,20251202,20281201
1414,주식회사 쿠즈코퍼레이션,"전**,박**",혁신성장유형,서울,도소매업,화장품,20251126,20281125
1415,주식회사 퀀텀플럭스,조**,연구개발유형,대전,제조업,통신부품 및 전자부품,20251126,20281125
1416,엔에스 주식회사,정**,혁신성장유형,경기,제조업,"FPD, 반도체 제조용 기계제조",20251126,20281125
1417,주식회사남경코리아,임**,혁신성장유형,경기,제조업,합성수지,20251126,20281125
1418,트라이엘,박**,혁신성장유형,대구,제조업,소파 및 기타 내장 가구,20251126,20281125
1419,주식회사 와이디하우스디자인인테리어,김**,혁신성장유형,인천,건설운수,실내건축공사업,20251126,20281125
1420,주식회사 유니원,이**,혁신성장유형,경기,제조업,핸드백용 가죽,20251126,20281125
1421,주식회사 브릿지웰코퍼레이션,변**,혁신성장유형,서울,도소매업,식탁용 도자기 밀폐용기,20251126,20281125
1422,(주)더케이지구환경,정**,혁신성장유형,서울,제조업,빌트인 의류 케어기기,20251126,20281125
1423,주식회사 에이치켐,전**,혁신성장유형,경기,제조업,제설제,20251126,20281125
1424,주식회사 테크올,제**,혁신성장유형,울산,제조업,"산업용 고무호스, 중장비 호스",20251126,20281125
1425,주식회사 라온이엔지,"윤**,배**",혁신성장유형,경기,건설운수,"습식방수공사,건축공사,도장공사,석공사/방수공사용자재 도매",20251126,20281125
1426,농업회사법인 주식회사 한국장인인삼,김**,혁신성장유형,경기,"농,어,임,광업",인삼 재배업,20251126,20281125
1427,(주)리얼텍,이**,혁신성장유형,대전,제조업,"실험장비, 산업용기계, 진공펌프시스템",20251126,20281125
1428,주식회사 에스에이치산업,서**,혁신성장유형,경기,제조업,금속주방용품 제조 및 플라스틱 제품제조,20251126,20281125
1429,주식회사 세원필텍,송**,혁신성장유형,경기,제조업,필터,20251126,20281125
1430,농업회사법인 사랑농산(주),김**,혁신성장유형,충남,"농,어,임,광업","농산물 건조, 선별 및 기타 수확 후 서비스업,농산물 가공,농산물",20251126,20281125
1431,투원테크 주식회사,정**,혁신성장유형,경남,제조업,"우레탄폼, 산업용 가스 제조업",20251126,20281125
1432,지엘텍,임**,혁신성장유형,경기,제조업,자동차부품,20251126,20281125
1433,예비창업자 남원일,남**,예비벤처유형,부산,제조업,,20251126,20281125
1434,주식회사 에이치엔티시스템,이**,혁신성장유형,경북,제조업,"자동화설비 금속부품가공, 무인 항공기 및 무인 비행장치 제조업",20251126,20281125
1435,주식회사 이에스테크,변**,연구개발유형,경기,제조업,"도금 표면처리,치과용기기 제조/화학물질,화학제품,정밀기기,과학기기 도소매/기술 시험,검ㄴ사,분석",20251126,20281125
1436,뿌니뿌니 베이커리,임**,혁신성장유형,경기,제조업,"저당 소보루, 파베이킹, 타르트쉘, 각종 디저트, 케잌류",20251126,20281125
1437,주식회사 쓰리에프,이**,혁신성장유형,경기,제조업,"욕실화,신발 등",20251126,20281125
1438,정도정밀 주식회사,정**,혁신성장유형,경기,제조업,MOLD BASE 외,20251126,20281125
1439,주식회사비전케이,송**,혁신성장유형,경기,제조업,카메라 및 녹화장비,20251126,20281125
1440,주식회사 엠엑스엔코리아,민**,혁신성장유형,서울,도소매업,e-commerce,20251126,20281125
1441,주식회사에스피테크,곽**,혁신성장유형,경북,제조업,반도체 자켓히타,20251126,20281125
1442,(주)금하테크,한**,혁신성장유형,전남,제조업,"CCTV 제조,구내방송,방송장치음향기기,편직, 장갑 제조업,컴퓨터 제조업,배전반 및 전기 자동제어반 제조업,일반용 전기 조명장치 제조업,기타 전기장비 제조업,",20251126,20281125
1443,피드주식회사,김**,혁신성장유형,경기,제조업,"시스템 소프트웨어 개발, 전기 자동제어반",20251126,20281125
1444,주식회사 씨엘제로,김**,혁신성장유형,인천,제조업,"액체 여과기 제조업,정수기,정수기필터,공기청정기,연수기,응용 소프트웨어 개발 및 공급업",20251126,20281125
1445,한신기계,황**,혁신성장유형,경기,제조업,산업용 밸브가공전용기,20251126,20281125
1446,"라임포토닉스 주식회사 (LiME Photonics Co., Ltd.)",하**,벤처투자유형,서울,연구개발서비스,광반도체,20251126,20281125
1447,힐링스토리,강**,혁신성장유형,경기,제조업,"섬유향수, 탈취제",20251126,20281125
1448,주식회사 케이앤제이벤처스(KNJ VENTURES Corp.),김**,벤처투자유형,경기,도소매업,경영컨설팅,20251126,20281125
1449,주식회사 덕인피이에스,김**,벤처투자유형,경기,제조업,3차원측정기,20251126,20281125
1450,주식회사 제이쿱글로벌,최**,벤처투자유형,경기,도소매업,"식자재 및 잡화, 가공식품,유제품 및 가공식품,무역,프랜차이즈업,인터넷 및 통신판매업,부동산 매매",20251126,20281125
1451,주식회사 이미선텍스타일아트,이**,혁신성장유형,충남,제조업,섬유제품,20251125,20281124
1452,(주)크로마넷,이**,혁신성장유형,서울,제조업,"통신 장비, 통신 부품, 광소자, 레이저, 광부품, 연구개발, 학술연구용역",20251125,20281124
1453,유한회사 비아크리트건설,김**,혁신성장유형,전북,제조업,기타,20251125,20281124
1454,주식회사 인터빅뱅,홍**,혁신성장유형,부산,도소매업,캐리어,20251125,20281124
1455,농업회사법인(주)대성식품팔도맛김치,"최**,정**",혁신성장유형,대전,제조업,김치류,20251125,20281124
1456,(주)엘다스,이**,연구개발유형,경기,제조업,"금속가공,근무복,작업복,봉제의복 제조/상품 종합중개,도소매,무역",20251125,20281124
1457,나인티프로덕션(주),이**,혁신성장유형,경북,제조업,화장품 제조업,20251125,20281124
1458,주식회사 제이에이치제이컴퍼니,최**,혁신성장유형,경기,제조업,산업용 청소차,20251125,20281124
1459,주식회사 더브랜트,안**,벤처투자유형,서울,도소매업,무역 및 전자상거래 사업,20251125,20281124
1460,주식회사 한양테크엘리베이터,"김**,김**",혁신성장유형,서울,제조업,"도어시스템, 가이드롤러 부품",20251125,20281124
1461,주식회사 오렌지카우,주**,혁신성장유형,경남,제조업,대체육,20251125,20281124
1462,오성정밀 주식회사,전**,혁신성장유형,대구,제조업,"자동차용 고무금형 설계 및 제작, 사출 금형 제작, 기계부품 가공및 제조",20251125,20281124
1463,씨코어,한**,혁신성장유형,경기,제조업,"컨테이너 제조,   이동식하우스,  이동식 스마트팜",20251125,20281124
1464,오투이앤지 주식회사,오**,혁신성장유형,경기,제조업,"공기조화기, 공기순환기",20251125,20281124
1465,금강메탈(주),장**,혁신성장유형,경남,제조업,자동차부품,20251125,20281124
1466,주식회사 스케일플렛폼,김**,혁신성장유형,경남,제조업,산업용 세정제,20251125,20281124
1467,케어 존 (CARE ZONE),정**,혁신성장유형,전북,제조업,"부유식탱크,집진기 등 환경설비",20251125,20281124
1468,(주)케이에스푸드컴퍼니,손**,혁신성장유형,인천,도소매업,수산물,20251125,20281124
1469,주식회사 자이언트하우징,박**,혁신성장유형,충북,제조업,쉼터 농막 카본섬유난방 컨테이너하우스 찜질방 이동식초소 카본섬유난방,20251125,20281124
1470,(주)에코팜스텍,이**,혁신성장유형,충북,제조업,"환경플랜트 설계.시공업,전기공급 및 전기제어장치제조업,신재생에너지 연료제조 및 장치 설계.시공업,환경전문공사업(대기,수질,에너지),수출입업,미생물, 효소",20251125,20281124
1471,주식회사 에스이투메터리얼,강**,벤처투자유형,전남,제조업,이차전지용 양극재,20251125,20281124
1472,하비카디오 주식회사,서**,혁신성장유형,서울,도소매업,의료기기,20251125,20281124
1473,제이에스스틸웍스주식회사,백**,혁신성장유형,경기,제조업,"C형강, 각관을 포함한 태양광 패널 하지재",20251125,20281124
1474,주식회사 에이치엠솔루션,손**,혁신성장유형,경북,연구개발서비스,"VOC저감제, 탈취제",20251125,20281124
1475,유한회사 와이에스엔터프라이즈,"이**,정**",벤처투자유형,충남,제조업,"철판 가공,조립,대리석 가공,시공/철강재,철근 도소매",20251125,20281124
1476,주식회사 알제이 컴퍼니,이**,혁신성장유형,서울,제조업,타월 ,20251125,20281124
1477,소노시스,장**,연구개발유형,경북,제조업,초음파융착기,20251125,20281124
1478,(주)리을디귿,윤**,혁신성장유형,서울,제조업,"의류, 잡화,전자상거래,수출",20251125,20281124
1479,더주컴퍼니 주식회사,강**,벤처투자유형,전남,제조업,뷰티 디바이스,20251125,20281124
1480,주식회사 코스미,박**,혁신성장유형,서울,제조업,화장품,20251125,20281124
1481,주식회사 휴먼오토텍,김**,혁신성장유형,부산,제조업,자동화기계,20251125,20281124
1482,주식회사 잘빠진방앗간,김**,벤처투자유형,서울,도소매업,메밀새싹 ,20251125,20281124
1483,주식회사 최고의순간,김**,벤처투자유형,광주,도소매업,"제과, 제빵",20251125,20281124
1484,주식회사 세라인,김**,혁신성장유형,경기,제조업,목재 오크통,20251120,20281119
1485,주식회사 데님스타,정**,혁신성장유형,서울,도소매업,"의류 및 잡화 도, 소매",20251120,20281119
1486,주식회사 여디디야,권**,혁신성장유형,경북,제조업,스마트가든,20251119,20281118
1487,주식회사 인우에코,공**,혁신성장유형,경기,제조업,오존발생기,20251119,20281118
1488,주식회사 블루로보,조**,혁신성장유형,경기,제조업,로봇물고기,20251119,20281118
1489,주식회사 파티별,문**,혁신성장유형,부산,제조업,놀이용 유아용품 및 콘텐츠,20251119,20281118
1490,(주)페트리컴퍼니,이**,혁신성장유형,부산,제조업,"남성,여성의류 제작 및 도소매",20251119,20281118
1491,주식회사 동승,박**,혁신성장유형,대구,제조업,자동화설비,20251119,20281118
1492,(주)쉐우드가구,고**,혁신성장유형,경기,제조업,"목재가구,전자상거래",20251119,20281118
1493,(주)비에스텍,김**,혁신성장유형,경기,제조업,"연소개선제, 분사장치",20251119,20281118
1494,주식회사 아이엠,백**,혁신성장유형,경기,제조업,합성수지필름 외,20251119,20281118
1495,주식회사 세미케이텍 (Semi-KTech Inc.),김**,혁신성장유형,경기,제조업,생산용 장비 및 FA장비,20251119,20281118
1496,포지티브 임팩트 메이커,박**,혁신성장유형,제주,도소매업,심폐소생술보조도구-심폐소생술도우미(살리고),20251119,20281118
1497,주식회사 지앨,박**,혁신성장유형,부산,제조업,"전기 장비 제조업, 소프트웨어 개발 및 공급",20251119,20281118
1498,주식회사 애프리시티,권**,혁신성장유형,인천,제조업,"iot 히팅액자, 에어커튼",20251119,20281118
1499,우양BTS,최**,혁신성장유형,경북,제조업,"산업용 종합수지 플라스틱 가공업, 산업용 벨트 가공 제작",20251119,20281118
1500,주식회사 라이프이점영,김**,혁신성장유형,서울,제조업,플렛폼 제작 및 서비스 제공,20251119,20281118
1501,(주)하이원,김**,혁신성장유형,경남,제조업,자동차 단조 부품,20251119,20281118
1502,유한회사 장원이엔지,고**,혁신성장유형,전북,제조업,철 구조말 제작 납품,20251119,20281118
1503,주식회사 글리피(GLEEPY Inc.),이**,혁신성장유형,경기,도소매업,생리컵,20251119,20281118
1504,주식회사에프엘씨(FLC.Inc),이**,혁신성장유형,서울,제조업,핸드폰 액세서리,20251119,20281118
1505,수라가차,홍**,혁신성장유형,전북,도소매업,글루텐 저감 된 저당 쌀 약과,20251119,20281118
1506,맨즈바닥주식회사,박**,혁신성장유형,인천,제조업,"목재 및 나무제품 제조, 장판, 마루시공, 내장인테리어",20251119,20281118
1507,주식회사 연프레시,서**,혁신성장유형,부산,제조업,"활전복, 전복미역국, 전복죽, 해산물",20251119,20281118
1508,(주)발리삼칠육,서**,혁신성장유형,강원,제조업,슬라이드,20251119,20281118
1509,주식회사 다이아,이**,혁신성장유형,경북,제조업,"화장품, 건강기능식품",20251119,20281118
1510,주식회사 이머지랩스,김**,혁신성장유형,경기,제조업,AI를 활용한 이차전지 및 고체전해질 개발 및 제조,20251119,20281118
1511,청해콘텍 주식회사,구**,혁신성장유형,강원,제조업,"콘크리트 수로관, 맨홀 외",20251119,20281118
1512,(주)시영전력,신**,혁신성장유형,부산,건설운수,"전기공사,신재생에너지사업",20251119,20281118
1513,주식회사스킨랩코리아,조**,혁신성장유형,인천,제조업,기초화장품,20251119,20281118
1514,주식회사 새롬테크,박**,벤처투자유형,경기,제조업,오버로드펌프,20251119,20281118
1515,주식회사 디마프,최**,벤처투자유형,서울,제조업,화장품,20251119,20281118
1516,주식회사 공간사이,김**,벤처투자유형,경기,제조업,침대 장농 책장,20251119,20281118
1517,주식회사 메디그로,박**,벤처투자유형,서울,제조업,건강기능식품,20251119,20281118
1518,주식회사 엠알케이푸드,이**,벤처투자유형,경기,도소매업,"당근주스,생강진액",20251119,20281118
1519,주식회사 쉐프대디홀딩스,최**,벤처투자유형,경기,제조업,중식밀키트 ,20251119,20281118
1520,주식회사 경남엔지니어링,신**,벤처투자유형,경기,제조업,원심분리기,20251119,20281118
1521,주식회사 뉴테크우드코리아,"한**,황**",벤처투자유형,서울,도소매업,합성목재 납품 및 설치공사,20251119,20281118
1522,주식회사 리치포트,정**,벤처투자유형,경남,도소매업,"한국 식품, 생활용품을 리치포트 플랫폼을 통해 해외수출 진행",20251119,20281118
1523,주식회사 브레인치즈,이**,벤처투자유형,경기,제조업,Vision AI 알고리즘 기술이 적용된 실시간 영상관제 시스템을 구축하는 CCTV 연계형 온디바이스 AI 기반 관제 서비스,20251119,20281118
1524,펫프레시 주식회사,오**,벤처투자유형,서울,제조업,펫푸드,20251119,20281118
1525,주식회사어스몬,권**,혁신성장유형,경기,제조업,애완동물 사료제조,20251118,20281117
1526,주식회사 케이시티,장**,연구개발유형,광주,제조업,기계 및 정밀기계,20251118,20281117
1527,주식회사 코르트,차**,연구개발유형,서울,제조업,"의료기기,체력진단시스템,의료용 기구 소매업,전자상거래 소매업,시스템 소프트웨어 개발 및 공급업,의료용프로그램개발,의료기기, 헬스케어제품 연구개발",20251118,20281117
1528,주식회사 프레쉬테크,문**,혁신성장유형,제주,제조업,"각종 센서 및 전자부품, 소프트웨어 개발 및 공급업",20251118,20281117
1529,(주)유창스틸산업,김**,혁신성장유형,경남,제조업,"가드레일,파이프포스트,자동차부품 제조",20251118,20281117
1530,(주)이엔에스,이**,혁신성장유형,충남,제조업,전기자동제어 냉난방기기 냉난방기기설치,20251118,20281117
1531,주식회사 베이비세이퍼,박**,혁신성장유형,인천,제조업,디스플레이 장치,20251118,20281117
1532,펫메이트 주식회사,양**,연구개발유형,전남,제조업,"배합사료, 동물용 사료 및 조제식품 제조,식료품 제조,사료 도소매 및 무역업",20251118,20281117
1533,주식회사 스마트컨텍,김**,혁신성장유형,인천,건설운수,"파일기초 두부정리 로봇의 설계/엔지니어링/생산/판매/임대, 파일기초 두부정리 작업 직접 시공",20251118,20281117
1534,주식회사 밀도,박**,혁신성장유형,서울,제조업,매트리스 및 침대,20251118,20281117
1535,주식회사 이에스테크,홍**,연구개발유형,경기,제조업,앰프,20251118,20281117
1536,주식회사 도하정푸드,이**,벤처투자유형,경기,제조업,"한우곰탕육수, 한우양지, 한우사태, 한우도가니, 한우스지, 한우잡육",20251118,20281117
1537,주식회사 아이지이,오**,혁신성장유형,울산,제조업,DUO CAMPER 28,20251118,20281117
1538,"주식회사 우분투 (UBUNTU Co., Ltd.)",이**,혁신성장유형,충북,제조업,의료기기 유아용품 애견용품 기타용품,20251118,20281117
1539,에이엠테크놀러지 주식회사,이**,혁신성장유형,광주,제조업,"광섬유표지판,  LED표지판, 금속구조물",20251118,20281117
1540,씨엔이세미콘덕터,변**,혁신성장유형,경기,제조업,반도체 기술 기반 소부장 솔루션,20251118,20281117
1541,주식회사 유진메이커스,이**,혁신성장유형,경기,제조업,"금속 구조물,가구,문,창,셔터 제조/건물용금속공작물설치공사",20251118,20281117
1542,주식회사 브이엔,이**,혁신성장유형,서울,연구개발서비스,나노구조(RINC) 코팅,20251118,20281117
1543,(주)서도엠앤디,최**,혁신성장유형,서울,제조업,"악세사리, 가방",20251118,20281117
1544,디자인렌티,유**,혁신성장유형,경기,제조업,"3D 포토앨범, 포토북, 광고물제조",20251118,20281117
1545,주식회사 캐비지,최**,벤처투자유형,서울,도소매업,"채소, 과실 및 뿌리작물 소매업,유통전문판매업,채소류, 서류 및 향신작물류 도매업,채소, 과실 및 뿌리작물 소매업,전자상거래 소매업",20251118,20281117
1546,씨제이웰 주식회사,이**,벤처투자유형,충북,제조업,치과 보철물 제작,20251118,20281117
1547,선진쏠라 주식회사,변**,혁신성장유형,경기,건설운수,"태양광설치,태양광구조물제작",20251118,20281117
1548,주식회사 지에스피코리아,이**,벤처투자유형,인천,제조업,"산업용밸브 및 소방용밸브 제조, 판매, 무역",20251118,20281117
1549,주식회사 르엘코리아(LeEL KOREA),L**,벤처투자유형,서울,제조업,"가정용 선풍기, 조명 등",20251118,20281117
1550,주식회사 프라임이엔지,이**,혁신성장유형,전남,제조업,기계부품 및 산업기계제작 가공 볼트및유사 장치 제조업,20251118,20281117
1551,주식회사 보유,김**,벤처투자유형,전북,제조업,"건강보조식품, 눈마사지기, 보조배터리 등",20251118,20281117
1552,주식회사 원푸드에프엠비,안**,혁신성장유형,경기,제조업,육류외,20251118,20281117
1553,주식회사 아진플라텍,강**,벤처투자유형,경기,제조업,화장품 및 건강식품 용기,20251118,20281117
1554,주식회사 에소코,오**,혁신성장유형,경기,제조업,블랙마카100 등 건강기능식품을 기반으로 한 다이어트 건강관리 서비스 ,20251118,20281117
1555,케이세미 주식회사,구**,혁신성장유형,충남,제조업,반도체 세정장치 제조,20251118,20281117
1556,주식회사 아이엠대원,배**,혁신성장유형,경기,제조업,"항만하역장비, grab bucket, hopper, grapple, tong",20251118,20281117
1557,루디멘터리 주식회사,허**,혁신성장유형,서울,도소매업,스포츠용품,20251118,20281117
1558,주식회사 삼양인더스트리,유**,혁신성장유형,경기,제조업,자동차부품 ,20251118,20281117
1559,주식회사 에프엠솔루션즈,홍**,벤처투자유형,서울,연구개발서비스,엑소좀 의학 및 약학 연구개발업,20251118,20281117
1560,주식회사 더아이원,조**,벤처투자유형,인천,제조업,근무복,20251118,20281117
1561,범우루브(주),장**,벤처투자유형,경기,도소매업,"절삭유, 방청유, 윤활유 등 도매 및 소매 판매",20251118,20281117
1562,제이워터테크 주식회사,K**,벤처투자유형,강원,도소매업,농업폐수처리장비,20251118,20281117
1563,주식회사 아리웨이브,백**,혁신성장유형,서울,제조업,"고주파 반도체, 레이다",20251112,20281111
1564,주식회사 토모텍,이**,연구개발유형,전북,제조업,홀로그램과 IoT를 활용한 안전용품 및 홍보용품,20251112,20281111
1565,주식회사 아이디팜 농업회사법인,조**,혁신성장유형,전남,제조업,"가공농산물(알타리무, 열무, 얼갈이배추) / 김치류",20251112,20281111
1566,주식회사 오리엔트,정**,혁신성장유형,경기,제조업,"김 생산 공장 설비 제작(이물질 선별기, 절단기, 탈수기, 조합기, 탱크등)",20251112,20281111
1567,바른하나 주식회사,"유**,박**",혁신성장유형,경북,제조업,"액체세제, 캡슐세제",20251112,20281111
1568,금강산업,"이**,박**",혁신성장유형,경남,제조업,자동차 부품,20251112,20281111
1569,(주) 대광기업,"신**,장**,심**",혁신성장유형,전북,제조업,금형및 산업기계 제작설치,20251112,20281111
1570,주식회사 비지에코,이**,혁신성장유형,세종,제조업,폐골재 및 폐자개를 이용한 골판 제조,20251112,20281111
1571,주식회사 아워스,심**,혁신성장유형,충남,제조업,"해양자동화 기기, 해양스마트 수조",20251112,20281111
1572,(주)픽앤컴퍼니,오**,혁신성장유형,서울,도소매업,디스플레이,20251112,20281111
1573,씨엑스 주식회사,최**,연구개발유형,경기,제조업,이산화탄소 조절정치,20251112,20281111
1574,예비창업자 박진형,박**,예비벤처유형,경기,제조업,,20251112,20281111
1575,예비창업자 안현욱,안**,예비벤처유형,대전,연구개발서비스,,20251112,20281111
1576,인투이피앤티 주식회사,황**,혁신성장유형,경기,연구개발서비스,친환경 펄프용 첨가제,20251112,20281111
1577,주식회사 환경플러스,신**,혁신성장유형,경기,제조업,자동수질측정기기,20251112,20281111
1578,페스터 주식회사,이**,혁신성장유형,서울,제조업,전기자동차 충전기 및 ESS 제품,20251112,20281111
1579,주식회사 에이에프원,여**,혁신성장유형,경기,제조업,"BUSC SYSTEM, 공장 자동화 시설",20251112,20281111
1580,(주)영진기업,차**,혁신성장유형,경기,제조업,"철문,샤시문",20251112,20281111
1581,뉴로비비 주식회사,이**,혁신성장유형,경기,연구개발서비스,"경구용 알츠하이머 치매 치료제, AI 신약 개발 플랫폼",20251112,20281111
1582,주식회사 어썸리,서**,혁신성장유형,경기,제조업,"휴대폰 액세서리,컴퓨터 주변기기",20251112,20281111
1583,넥스테크(주),조**,혁신성장유형,충남,제조업,"황산알루미늄, NFR, PAC,  알루민산나트륨, 황산, 염산, 가성소다, 석고",20251112,20281111
1584,"주식회사 에스엔피 (SNP CO.,Ltd)",김**,혁신성장유형,경기,제조업,광고물,20251112,20281111
1585,주식회사 파인다이브,장**,혁신성장유형,서울,제조업,화장품 제조,20251112,20281111
1586,주식회사 일렉트로쿠키,김**,혁신성장유형,경기,제조업,기타 주변 기기 제조업,20251112,20281111
1587,동양승강기주식회사,정**,혁신성장유형,대전,제조업,승강기 제조업,20251112,20281111
1588,동보테크(주),이**,혁신성장유형,충남,제조업,"광폭형 직렬식 배터리 쿨링 플레이트, 공기조화장치 등",20251112,20281111
1589,(주)가미,배**,벤처투자유형,경북,제조업,"고춧가루, 참기름, 통깨 가공",20251112,20281111
1590,주식회사 바르고,김**,혁신성장유형,경남,제조업,"친환경연료, 두번구운숯",20251112,20281111
1591,주식회사 베스트메디,남**,벤처투자유형,경기,도소매업,"스카퓨어플러스겔, 아르지니아프리미엄골드",20251112,20281111
1592,주식회사 에이치케이엔,이**,벤처투자유형,경기,도소매업,건강식품,20251112,20281111
1593,주식회사 비피케이,송**,벤처투자유형,대구,제조업,"자동화설비,포장기계,산업용 로봇제조업, 소프트웨어개발및공급",20251112,20281111
1594,(유)테라파인,김**,혁신성장유형,전북,제조업,"천연광물 지압판, 천연광물 지압 베개, 천연광물 지압 침대,한지 아트보드,한지장판",20251111,20281110
1595,농업회사법인 평상(주),임**,벤처투자유형,서울,제조업,농산품,20251111,20281110
1596,주식회사 성원냉동기계,"한**,한**",연구개발유형,경기,제조업,"CO2히트펌프, 신재생에너지, 히트펌프건조기, 냉동기재제조",20251111,20281110
1597,주식회사 솔메카,최**,혁신성장유형,대구,제조업,산불진화 겸용 재난대피소,20251111,20281110
1598,주식회사 호트코퍼레이션,허**,혁신성장유형,전북,제조업,특수목적 산업용 설비 및 특수목적 물류용 설비 제작,20251111,20281110
1599,주식회사 오아이,박**,혁신성장유형,충남,제조업,반도체 디스플레이 설비,20251111,20281110
1600,에이치디하이테크(주),이**,혁신성장유형,울산,제조업,배전반,20251111,20281110
1601,주식회사 라온브로스,강**,혁신성장유형,경기,제조업,알루미늄 프로파일,20251111,20281110
1602,에프앤에프환경 (주),강**,혁신성장유형,서울,도소매업,거름망 필터 그레이팅,20251111,20281110
1603,타코코,이**,혁신성장유형,제주,제조업,얼바운드 멕시칸 타코맛 흑돼지 풀드포크,20251111,20281110
1604,주식회사 킹스에코텍,윤**,혁신성장유형,경기,제조업,모르타르 및 도료,20251111,20281110
1605,주식회사 서림원,양**,혁신성장유형,경기,제조업,간편 밀키트,20251111,20281110
1606,리온에너지 주식회사,오**,혁신성장유형,부산,제조업,"이차전지 및 전고체전지 소재(양극재, 음극재 등)",20251111,20281110
1607,(주)완뚝,"김**,이**",혁신성장유형,대구,제조업,식품제조가공업/식육포장처리업/도소매업,20251111,20281110
1608,주식회사 기븐텍,김**,혁신성장유형,경기,제조업,독립형 태양광 하이브리드 발전시스템,20251111,20281110
1609,(주)리노디자인스페이스,송**,혁신성장유형,서울,건설운수,"실내건축공사업, 인테리어디자인업",20251111,20281110
1610,엠제이일렉트릭,양**,혁신성장유형,충북,제조업,수배전반,20251111,20281110
1611,제이앤비(J&B),최**,혁신성장유형,서울,제조업,"니트프로모션 및 니트웨어 자체브랜드(아코디코) 운영, 직접 생산 가능한 자가 공장도 보유 함.",20251111,20281110
1612,(주)비엔피컴퍼니,배**,혁신성장유형,부산,도소매업,"도소매, 프랜차이즈식품유통",20251111,20281110
1613,주식회사 티나고,전**,혁신성장유형,서울,도소매업,"화장품 제품 판매 및, 수출",20251111,20281110
1614,주식회사 프로스앤코,이**,벤처투자유형,경기,제조업,골프용품 (골프공),20251111,20281110
1615,주식회사태진아이엔에스,양**,혁신성장유형,충남,제조업,"기계설비 배관등의 보온,보냉 외장재 ( CASING ) 제품 생산,가공 및 시공",20251111,20281110
1616,주식회사 엘케이스프링,강**,혁신성장유형,경기,제조업,자동차용 스프링,20251111,20281110
1617,주식회사 와이즈어카운팅,김**,혁신성장유형,인천,도소매업,"전자상거래 소매 중개업,포털 및 기타 인터넷 정보 매개 서비스업,데이터베이스 및 온라인 정보 제공업",20251111,20281110
1618,주식회사대성기계,김**,혁신성장유형,경기,제조업,산업기계 및 컨베어장치,20251111,20281110
1619,주식회사 대원일렉트릭,윤**,혁신성장유형,경기,제조업,"리액터,변압기",20251111,20281110
1620,주식회사 와이에스산업,유**,혁신성장유형,경기,제조업,알루미늄 복합판넬,20251111,20281110
1621,닥터한스바이오,한**,혁신성장유형,경기,제조업,화장품,20251111,20281110
1622,주안에프앤비 주식회사 농업회사법인,"김**,배**",혁신성장유형,전북,제조업,김치류,20251111,20281110
1623,(주) 에스케이피,오**,혁신성장유형,충북,제조업,낙석방지울타리 및 낙석방지망,20251111,20281110
1624,유니웜주식회사,김**,혁신성장유형,인천,제조업,탄소섬유신소재 제품제조업,20251111,20281110
1625,주식회사 멜로즈코리아,한**,혁신성장유형,경기,제조업,화장품,20251111,20281110
1626,에이치앤비글로벌(주),김**,혁신성장유형,충남,제조업,축구양말,20251111,20281110
1627,주식회사 거양코아,반**,혁신성장유형,충북,제조업,변압기 부품,20251111,20281110
1628,주식회사 황금돼지,유**,혁신성장유형,경기,제조업,"보리굴비,  반찬류등",20251111,20281110
1629,주식회사 큐솔루션즈,김**,혁신성장유형,경남,연구개발서비스,방역공조 플랫폼,20251106,20281105
1630,주식회사 삼영인더스트리,신**,혁신성장유형,경기,제조업,식품용 PE비닐원단 등,20251106,20281105
1631,(주)동진무역,김**,혁신성장유형,경기,제조업,식품폐기물 재활용처리 및 단미사료 ,20251106,20281105
1632,프로테고 주식회사,조**,혁신성장유형,충남,제조업,화재감지기 제조,20251106,20281105
1633,(주)비엘에스씨피,고**,혁신성장유형,대구,제조업,재활보조기기 및 장비,20251105,20281104
1634,주식회사 의성늘보,배**,혁신성장유형,경북,제조업,"HMR(밥도시락, 샌드위치, 샐러드 등)",20251105,20281104
1635,태화알미늄,최**,혁신성장유형,경북,제조업,알루미늄 경량화 자동차부품,20251105,20281104
1636,명성레이저,"강**,허**",혁신성장유형,경기,제조업,"기계제작,임가공",20251105,20281104
1637,(주)온테크,홍**,혁신성장유형,경기,제조업,"전문,과학 및 기술서비스업",20251105,20281104
1638,주식회사 오르비스,이**,혁신성장유형,충남,제조업,"한산모시 주얼리 , 바다유리 보석 주얼리",20251105,20281104
1639,에리텍,최**,혁신성장유형,경기,연구개발서비스,식품류 폐기물인 튀김찌꺼기를 재활용한 고분자복합소재,20251105,20281104
1640,주식회사 버추어컴퍼니(Virtual Company),박**,혁신성장유형,서울,도소매업,"식품(가공식품, 주류 등), 주방용품, 주류 등",20251105,20281104
1641,서흥전장주식회사,이**,혁신성장유형,전북,제조업,자동차 연료필터,20251105,20281104
